Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,7342.600000000372,7338.3,7342.600000000372,7342.600000000372,7338.3,7342.600000000372,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,8744.700000000745,8744.199999999999,8744.700000000745,8744.700000000745,8744.199999999999,8744.700000000745,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,5412.200000000002,5411.4000000000015,5412.200000000002,5412.200000000002,5411.4000000000015,5412.200000000002,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,3519.6000000007452,3514.599999999999,3519.6000000007452,3519.6000000007452,3514.599999999999,3519.6000000007452,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,1153.8000000014908,1151.2999999999993,1153.8000000014908,1153.8000000014908,1151.2999999999993,1153.8000000014908,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,1460.5,1454.4000000000015,1460.5,1460.5,1454.4000000000015,1460.5,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Student,,,,,,,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1671.2000000011176,1666.4000000000015,1671.2000000011176,1671.2000000011176,1666.4000000000015,1671.2000000011176,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,1.0,s_sh_22_1,student_shared,hole puncher,1.0,competing,single,s_sh_22_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1965.7000000014887,1963.4000000000005,1965.7000000014887,1965.7000000014887,1963.4000000000005,1965.7000000014887,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,2.0,s_sh_08_1,student_shared,post-its,1.0,competing,single,s_sh_08_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,2.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,3.500000001120497,0.0,3.500000001120497,3.500000001120497,0.0,3.500000001120497,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,2.0,s_sh_08_1,student_shared,post-its,1.0,competing,single,s_sh_08_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,2.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2773.6000000007484,2769.300000000003,2773.6000000007484,2773.6000000007484,2769.300000000003,2773.6000000007484,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,2.0,s_sh_08_1,student_shared,post-its,1.0,competing,single,s_sh_08_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,2.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,62,1375.5,2769.300000000003,2774.1000000007484,1375.5,2769.300000000003,2774.1000000007484,1.0,1398.600000000748,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,2.0,s_sh_08_1,student_shared,post-its,1.0,competing,single,s_sh_08_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1275.2000000011176,1272.5,1275.2000000011176,1275.2000000011176,1272.5,1275.2000000011176,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,3.0,s_sh_10_1,student_shared,scissors,1.0,competing,paired,s_sh_10_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,4.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1978.4000000000005,1975.3000000000034,1978.4000000000005,1978.4000000000005,1975.3000000000034,1978.4000000000005,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,4.0,s_s_07_1,student_stem,periodic table,1.0,unique,paired,s_s_07_1.jpg,Student,$${counterbalance_group},,sub-99
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x1067,Temporal Distance Task,cb_01,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,2.300000000745058,0.0,2.300000000745058,2.300000000745058,0.0,2.300000000745058,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,4.0,s_s_07_1,student_stem,periodic table,1.0,unique,paired,s_s_07_1.jpg,Student,$${counterbalance_group},,sub-99
