Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,25888.799999964238,25882.4,25888.799999964238,25888.799999964238,25882.4,25888.799999964238,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,7324.399999964237,7316.899999999998,7324.399999964237,7324.399999964237,7316.899999999998,7324.399999964237,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,20380.999999964242,20365.200000000004,20380.999999964242,20380.999999964242,20365.200000000004,20380.999999964242,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,5244.299999964234,5233.199999999997,5244.299999964234,5244.299999964234,5233.199999999997,5244.299999964234,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,1595.0999999642374,1583.1999999999966,1595.0999999642374,1595.0999999642374,1583.1999999999966,1595.0999999642374,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,3330.39999996424,3316.5,3330.39999996424,3330.39999996424,3316.5,3330.39999996424,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Student,,,,,,,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,2486.89999996424,2482.9000000000087,2486.89999996424,2486.89999996424,2482.9000000000087,2486.89999996424,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,1.0,s_a_08_1,student_art,sewing machine,5.0,unique,paired,s_a_08_1.jpg,Student,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,2157.799999988085,2149.800000000003,2157.799999988085,2157.799999988085,2149.800000000003,2157.799999988085,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,2.0,s_s_03_1,student_stem,petri dish,5.0,unique,paired,s_s_03_1.jpg,Student,$${counterbalance_group},,sub-87
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1205.499999988082,1199.6999999999969,1205.499999988082,1205.499999988082,1199.6999999999969,1205.499999988082,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,$${counterbalance_group},,sub-87
