Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,$${counterbalance_group},,,,,,info,BEGIN,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,25946.59999995232,25931.4,25946.59999995232,25946.59999995232,25931.4,25946.59999995232,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Student,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,28799.799999976163,28790.4,28799.799999976163,28799.799999976163,28790.4,28799.799999976163,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Student,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,18760.399999976158,18750.399999999994,18760.399999976158,18760.399999976158,18750.399999999994,18760.399999976158,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Student,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,21994.999999976157,21991.60000000001,21994.999999976157,21994.999999976157,21991.60000000001,21994.999999976157,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Student,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,2274.7999999523167,2260.800000000003,2274.7999999523167,2274.7999999523167,2260.800000000003,2274.7999999523167,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Student,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,8717.999999952313,8710.199999999997,8717.999999952313,8717.999999952313,8710.199999999997,8717.999999952313,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Student,,,,,,,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,num_miss,2992.199999999997,2992.199999999997,2992.199999999997,2992.199999999997,2992.199999999997,2992.199999999997,1.0,0.0,0.0,num_miss_tag,Time Limit,screen,0.0,screen,temp_dist_trial,1.0,s_a_08_1,student_art,sewing machine,5.0,unique,paired,s_a_08_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,2582.099999904633,2576.5,2582.099999904633,2582.099999904633,2576.5,2582.099999904633,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,2.0,s_s_03_1,student_stem,petri dish,5.0,unique,paired,s_s_03_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1756.4999999523136,1745.3999999999942,1756.4999999523136,1756.4999999523136,1745.3999999999942,1756.4999999523136,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,13.899999976158142,0.0,13.899999976158142,13.899999976158142,0.0,13.899999976158142,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,6922.099999904633,6915.0,6922.099999904633,6922.099999904633,6915.0,6922.099999904633,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,43,4820.600000000006,6915.0,6929.199999928474,4820.600000000006,6915.0,6929.199999928474,1.0,2108.5999999284686,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,4.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2293.999999999971,2277.2999999999884,2293.999999999971,2293.999999999971,2277.2999999999884,2293.999999999971,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,4.0,s_a_01_1,student_art,paintbrush,5.0,unique,paired,s_a_01_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,6.299999999988358,0.0,6.299999999988358,6.299999999988358,0.0,6.299999999988358,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,4.0,s_a_01_1,student_art,paintbrush,5.0,unique,paired,s_a_01_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,5160.599999952306,5153.0,5160.599999952306,5160.599999952306,5153.0,5160.599999952306,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,4.0,s_a_01_1,student_art,paintbrush,5.0,unique,paired,s_a_01_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,57,1230.0999999999767,5153.0,5162.099999952306,1230.0999999999767,5153.0,5162.099999952306,1.0,3931.999999952328,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,4.0,s_a_01_1,student_art,paintbrush,5.0,unique,paired,s_a_01_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,5.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2144.2999999999884,2127.6999999999825,2144.2999999999884,2144.2999999999884,2127.6999999999825,2144.2999999999884,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,5.0,s_s_17_1,student_stem,ring stand,5.0,unique,paired,s_s_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,5.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,15.499999928462785,0.0,15.499999928462785,15.499999928462785,0.0,15.499999928462785,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,5.0,s_s_17_1,student_stem,ring stand,5.0,unique,paired,s_s_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,5.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2318.2999999999884,2310.599999999977,2318.2999999999884,2318.2999999999884,2310.599999999977,2318.2999999999884,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,5.0,s_s_17_1,student_stem,ring stand,5.0,unique,paired,s_s_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,5.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,60,930.6999999999823,2310.599999999977,2319.2999999999884,930.6999999999823,2310.599999999977,2319.2999999999884,1.0,1388.6000000000058,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,5.0,s_s_17_1,student_stem,ring stand,5.0,unique,paired,s_s_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,6.0,temp_dist_trial,num_items,zn7si1,1.0,response,num_miss,2992.1000000000067,2992.1000000000067,2992.1000000000067,2992.1000000000067,2992.1000000000067,2992.1000000000067,1.0,0.0,0.0,num_miss_tag,Time Limit,screen,0.0,screen,temp_dist_trial,6.0,s_sh_11_1,student_shared,pencil case,5.0,competing,single,s_sh_11_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,7.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2526.6000000000063,2510.0,2526.6000000000063,2526.6000000000063,2510.0,2526.6000000000063,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,7.0,s_a_07_1,student_art,yarn,5.0,unique,paired,s_a_07_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,7.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,16.5,0.0,16.5,16.5,0.0,16.5,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,7.0,s_a_07_1,student_art,yarn,5.0,unique,paired,s_a_07_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,7.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,4205.6999999999825,4189.0,4205.6999999999825,4205.6999999999825,4189.0,4205.6999999999825,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,7.0,s_a_07_1,student_art,yarn,5.0,unique,paired,s_a_07_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,7.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,59,1811.7000000000119,4189.0,4205.6999999999825,1811.7000000000119,4189.0,4205.6999999999825,1.0,2393.999999999971,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,7.0,s_a_07_1,student_art,yarn,5.0,unique,paired,s_a_07_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,8.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2850.2999999284802,2842.3999999999933,2850.2999999284802,2850.2999999284802,2842.3999999999933,2850.2999999284802,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,8.0,s_a_13_1,student_art,violin,5.0,unique,paired,s_a_13_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,8.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,8.6999999761465,0.0,8.6999999761465,8.6999999761465,0.0,8.6999999761465,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,8.0,s_a_13_1,student_art,violin,5.0,unique,paired,s_a_13_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,8.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2790.899999904621,2776.0,2790.899999904621,2790.899999904621,2776.0,2790.899999904621,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,8.0,s_a_13_1,student_art,violin,5.0,unique,paired,s_a_13_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,8.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,59,1479.2999999999884,2776.0,2791.9999999284632,1479.2999999999884,2776.0,2791.9999999284632,1.0,1312.6999999284744,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,8.0,s_a_13_1,student_art,violin,5.0,unique,paired,s_a_13_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,9.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2054.2999999999884,2044.5,2054.2999999999884,2054.2999999999884,2044.5,2054.2999999999884,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,9.0,s_sh_17_1,student_shared,wireless mouse,5.0,competing,paired,s_sh_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,9.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,16.700000000011638,0.0,16.700000000011638,16.700000000011638,0.0,16.700000000011638,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,9.0,s_sh_17_1,student_shared,wireless mouse,5.0,competing,paired,s_sh_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,9.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2737.299999976153,2726.1999999999825,2737.299999976153,2737.299999976153,2726.1999999999825,2737.299999976153,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,9.0,s_sh_17_1,student_shared,wireless mouse,5.0,competing,paired,s_sh_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,9.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,45,1429.2999999999884,2726.1999999999825,2742.899999999965,1429.2999999999884,2726.1999999999825,2742.899999999965,1.0,1313.5999999999767,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,9.0,s_sh_17_1,student_shared,wireless mouse,5.0,competing,paired,s_sh_17_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,10.0,temp_dist_trial,num_items,zn7si1,1.0,response,num_miss,2992.0,2992.0,2992.0,2992.0,2992.0,2992.0,1.0,0.0,0.0,num_miss_tag,Time Limit,screen,0.0,screen,temp_dist_trial,10.0,s_s_05_1,student_stem,lab goggles,5.0,unique,single,s_s_05_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,11.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1153.7000000000114,1147.1000000000058,1153.7000000000114,1153.7000000000114,1147.1000000000058,1153.7000000000114,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,11.0,s_s_16_1,student_stem,toolbox,5.0,unique,paired,s_s_16_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,11.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,10.899999904620929,0.0,10.899999904620929,10.899999904620929,0.0,10.899999904620929,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,11.0,s_s_16_1,student_stem,toolbox,5.0,unique,paired,s_s_16_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,11.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,3790.200000000012,3773.5,3790.200000000012,3790.200000000012,3773.5,3790.200000000012,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,11.0,s_s_16_1,student_stem,toolbox,5.0,unique,paired,s_s_16_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,11.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,66,2958.7999999999884,3773.5,3790.200000000012,2958.7999999999884,3773.5,3790.200000000012,1.0,831.4000000000232,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,11.0,s_s_16_1,student_stem,toolbox,5.0,unique,paired,s_s_16_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,12.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,2224.2999999999884,2210.7999999999884,2224.2999999999884,2224.2999999999884,2210.7999999999884,2224.2999999999884,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,12.0,s_sh_24_1,student_shared,desk organizer,5.0,competing,single,s_sh_24_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,13.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1908.1000000000056,1895.0,1908.1000000000056,1908.1000000000056,1895.0,1908.1000000000056,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,13.0,s_a_15_1,student_art,drum kit,5.0,unique,paired,s_a_15_1.jpg,Student,,,sub-66
Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x768,Temporal Distance Task,cb_05,13.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,16.5,0.0,16.5,16.5,0.0,16.5,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,13.0,s_a_15_1,student_art,drum kit,5.0,unique,paired,s_a_15_1.jpg,Student,,,sub-66
