Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,3958.0,3949.6,3958.0,3958.0,3949.6,3958.0,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,5994.699999976158,5991.8,5994.699999976158,5994.699999976158,5991.8,5994.699999976158,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,1573.5,1566.6000000000006,1573.5,1573.5,1566.6000000000006,1573.5,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,3033.199999999999,3024.9,3033.199999999999,3033.199999999999,3024.9,3033.199999999999,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,816.7000000000045,808.4000000000017,816.7000000000045,816.7000000000045,808.4000000000017,816.7000000000045,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Student,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,913.699999994038,908.2999999999993,913.699999994038,913.699999994038,908.2999999999993,913.699999994038,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Student,,,,,,,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,2261.7999999999993,2258.399999999998,2261.7999999999993,2261.7999999999993,2258.399999999998,2261.7999999999993,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,1.0,s_sh_13_1,student_shared,index cards,7.0,competing,paired,s_sh_13_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1926.4999999761567,1924.5999999999985,1926.4999999761567,1926.4999999761567,1924.5999999999985,1926.4999999761567,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,2.0,s_a_09_1,student_art,picture frame,7.0,unique,single,s_a_09_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2079.899999976158,2075.0,2079.899999976158,2079.899999976158,2075.0,2079.899999976158,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,7.0,competing,paired,s_sh_02_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,7.5,0.0,7.5,7.5,0.0,7.5,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,7.0,competing,paired,s_sh_02_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2966.0,2958.200000000001,2966.0,2966.0,2958.200000000001,2966.0,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,7.0,competing,paired,s_sh_02_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,66,2116.900000000001,2958.200000000001,2966.400000000001,2116.900000000001,2958.200000000001,2966.400000000001,1.0,849.5,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,7.0,competing,paired,s_sh_02_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,4.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1044.2999999999993,1041.7999999999993,1044.2999999999993,1044.2999999999993,1041.7999999999993,1044.2999999999993,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,4.0,s_sh_07_1,student_shared,ruler,7.0,competing,paired,s_sh_07_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,7.299999982118607,0.0,7.299999982118607,7.299999982118607,0.0,7.299999982118607,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,4.0,s_sh_07_1,student_shared,ruler,7.0,competing,paired,s_sh_07_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,1886.8999999761581,1883.2999999999995,1886.8999999761581,1886.8999999761581,1883.2999999999995,1886.8999999761581,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,4.0,s_sh_07_1,student_shared,ruler,7.0,competing,paired,s_sh_07_1.jpg,Student,$${counterbalance_group},,sub-93
Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x800,1280x712,Temporal Distance Task,cb_07,4.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,72,783.4000000000017,1883.2999999999995,1887.5999999940395,783.4000000000017,1883.2999999999995,1887.5999999940395,1.0,1104.1999999940379,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,4.0,s_sh_07_1,student_shared,ruler,7.0,competing,paired,s_sh_07_1.jpg,Student,$${counterbalance_group},,sub-93
