Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,$${counterbalance_group},,,,,,info,BEGIN,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,8334.0,8321.7,8334.0,8334.0,8321.7,8334.0,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Student,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,7997.7000000022335,7989.299999999997,7997.7000000022335,7997.7000000022335,7989.299999999997,7997.7000000022335,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Student,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,5487.200000002979,5481.700000000002,5487.200000002979,5487.200000002979,5481.700000000002,5487.200000002979,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Student,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,3821.4000000014894,3819.599999999999,3821.4000000014894,3821.4000000014894,3819.599999999999,3821.4000000014894,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Student,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,1134.8000000014908,1129.6000000000022,1134.8000000014908,1134.8000000014908,1129.6000000000022,1134.8000000014908,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Student,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,1652.5000000022335,1644.3999999999978,1652.5000000022335,1652.5000000022335,1644.3999999999978,1652.5000000022335,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Student,,,,,,,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,954.3000000014907,946.6000000000024,954.3000000014907,954.3000000014907,946.6000000000024,954.3000000014907,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,1.0,s_sh_13_1,student_shared,index cards,7.0,competing,paired,s_sh_13_1.jpg,Student,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,6.1000000007443305,0.0,6.1000000007443305,6.1000000007443305,0.0,6.1000000007443305,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,s_sh_13_1,student_shared,index cards,7.0,competing,paired,s_sh_13_1.jpg,Student,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2490.7999999999993,2474.999999999997,2490.7999999999993,2490.7999999999993,2474.999999999997,2490.7999999999993,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,1.0,s_sh_13_1,student_shared,index cards,7.0,competing,paired,s_sh_13_1.jpg,Student,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,36,1578.2000000000005,2474.999999999997,2491.2999999999993,1578.2000000000005,2474.999999999997,2491.2999999999993,1.0,913.0999999999983,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,s_sh_13_1,student_shared,index cards,7.0,competing,paired,s_sh_13_1.jpg,Student,,,sub-48
Desktop or Laptop,Windows 10,AVG Secure Browser 137.0.0.0,1920x1080,1920x959,Temporal Distance Task,cb_07,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1926.3000000000034,1910.0,1926.3000000000034,1926.3000000000034,1910.0,1926.3000000000034,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,2.0,s_a_09_1,student_art,picture frame,7.0,unique,single,s_a_09_1.jpg,Student,,,sub-48
