Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,$${counterbalance_group},,,,,,info,BEGIN,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,9249.4,9233.2,9249.4,9249.4,9233.2,9249.4,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Travel,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,5391.099999998511,5383.299999999998,5391.099999998511,5391.099999998511,5383.299999999998,5391.099999998511,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Travel,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,5189.199999997021,5183.200000000002,5189.199999997021,5189.199999997021,5183.200000000002,5189.199999997021,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Travel,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,5574.299999994039,5566.5,5574.299999994039,5574.299999994039,5566.5,5574.299999994039,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Travel,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,883.8999999955304,883.2999999999993,883.8999999955304,883.8999999955304,883.2999999999993,883.8999999955304,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Travel,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,1230.6999999970212,1216.7000000000007,1230.6999999970212,1230.6999999970212,1216.7000000000007,1230.6999999970212,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Travel,,,,,,,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2248.7999999940407,2233.2000000000007,2248.7999999940407,2248.7999999940407,2233.2000000000007,2248.7999999940407,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,1.0,t_m_13_1,travel_Miami,floatie,10.0,unique,single,t_m_13_1.jpg,Travel,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,8.0,0.0,8.0,8.0,0.0,8.0,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,t_m_13_1,travel_Miami,floatie,10.0,unique,single,t_m_13_1.jpg,Travel,,,sub-06
Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1920x1080,1920x1080,Temporal Distance Task,cb_10,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,3599.0,3583.300000000003,3599.0,3599.0,3583.300000000003,3599.0,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,1.0,t_m_13_1,travel_Miami,floatie,10.0,unique,single,t_m_13_1.jpg,Travel,,,sub-06
