Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,7983.300000002981,7980.5,7983.300000002981,7983.300000002981,7980.5,7983.300000002981,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,8819.000000005959,8813.500000000002,8819.000000005959,8819.000000005959,8813.500000000002,8819.000000005959,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,4409.900000004469,4398.799999999998,4409.900000004469,4409.900000004469,4398.799999999998,4409.900000004469,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,5543.0000000029795,5531.200000000003,5543.0000000029795,5543.0000000029795,5531.200000000003,5543.0000000029795,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,906.0999999999983,899.5999999999983,906.0999999999983,906.0999999999983,899.5999999999983,906.0999999999983,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,2865.400000000009,2848.800000000003,2865.400000000009,2865.400000000009,2848.800000000003,2865.400000000009,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Travel,,,,,,,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2701.5000000044674,2699.0,2701.5000000044674,2701.5000000044674,2699.0,2701.5000000044674,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,1.0,t_i_05_1,travel_Iceland,hiking boots,6.0,unique,single,t_i_05_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,16.69999999999709,0.0,16.69999999999709,16.69999999999709,0.0,16.69999999999709,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,t_i_05_1,travel_Iceland,hiking boots,6.0,unique,single,t_i_05_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,3213.1000000029817,3198.599999999999,3213.1000000029817,3213.1000000029817,3198.599999999999,3213.1000000029817,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,1.0,t_i_05_1,travel_Iceland,hiking boots,6.0,unique,single,t_i_05_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,57,2349.0,3198.599999999999,3215.099999999999,2349.0,3198.599999999999,3215.099999999999,1.0,866.0999999999983,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,t_i_05_1,travel_Iceland,hiking boots,6.0,unique,single,t_i_05_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1571.900000001493,1566.1000000000058,1571.900000001493,1571.900000001493,1566.1000000000058,1571.900000001493,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,2.0,t_s_18_1,travel_shared,first aid kit,6.0,competing,single,t_s_18_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1585.900000001493,1582.7000000000046,1585.900000001493,1585.900000001493,1582.7000000000046,1585.900000001493,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,3.0,t_s_13_1,travel_shared,contact lens case,6.0,competing,paired,t_s_13_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,4.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1148.4000000029773,1132.8999999999942,1148.4000000029773,1148.4000000029773,1132.8999999999942,1148.4000000029773,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,4.0,t_i_11_1,travel_Iceland,headlamp,6.0,unique,paired,t_i_11_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,5.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,982.300000005962,966.3000000000028,982.300000005962,982.300000005962,966.3000000000028,982.300000005962,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,5.0,t_s_07_1,travel_shared,phone charger cable,6.0,competing,single,t_s_07_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,6.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1627.7000000059634,1616.1000000000058,1627.7000000059634,1627.7000000059634,1616.1000000000058,1627.7000000059634,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,6.0,t_i_12_1,travel_Iceland,tent,6.0,unique,paired,t_i_12_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,7.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,1699.400000000009,1682.7000000000046,1699.400000000009,1699.400000000009,1682.7000000000046,1699.400000000009,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,7.0,t_m_02_1,travel_Miami,t-shirt,6.0,unique,single,t_m_02_1.jpg,Travel,$${counterbalance_group},,sub-76
Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1536x864,1536x695,Temporal Distance Task,cb_06,8.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1195.3000000000031,1183.7000000000044,1195.3000000000031,1195.3000000000031,1183.7000000000044,1195.3000000000031,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,8.0,t_s_19_1,travel_shared,pajamas,6.0,competing,paired,t_s_19_1.jpg,Travel,$${counterbalance_group},,sub-76
