Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,$${counterbalance_group},,,,,,info,BEGIN,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,13993.099999976159,13968.7,13993.099999976159,13993.099999976159,13968.7,13993.099999976159,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Student,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,12156.3,12125.0,12156.3,12156.3,12125.0,12156.3,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Student,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,7105.300000011923,7093.699999999998,7105.300000011923,7105.300000011923,7093.699999999998,7105.300000011923,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Student,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,7335.399999964241,7312.600000000006,7335.399999964241,7335.399999964241,7312.600000000006,7335.399999964241,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Student,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,1338.500000011918,1312.3999999999942,1338.500000011918,1338.500000011918,1312.3999999999942,1338.500000011918,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Student,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,1782.999999988082,1781.3000000000034,1782.999999988082,1782.999999988082,1781.3000000000034,1782.999999988082,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Student,,,,,,,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2555.300000011921,2531.199999999997,2555.300000011921,2555.300000011921,2531.199999999997,2555.300000011921,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,1.0,s_a_08_1,student_art,sewing machine,5.0,unique,paired,s_a_08_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,13.99999998808198,0.0,13.99999998808198,13.99999998808198,0.0,13.99999998808198,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,s_a_08_1,student_art,sewing machine,5.0,unique,paired,s_a_08_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,3373.9999999880824,3343.800000000003,3373.9999999880824,3373.9999999880824,3343.800000000003,3373.9999999880824,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,1.0,s_a_08_1,student_art,sewing machine,5.0,unique,paired,s_a_08_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,1.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,36,2312.5,3343.800000000003,3375.1000000000067,2312.5,3343.800000000003,3375.1000000000067,1.0,1062.6000000000058,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,1.0,s_a_08_1,student_art,sewing machine,5.0,unique,paired,s_a_08_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,2008.0999999642368,2000.0,2008.0999999642368,2008.0999999642368,2000.0,2008.0999999642368,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,2.0,s_s_03_1,student_stem,petri dish,5.0,unique,paired,s_s_03_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,2.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,9.899999976158142,0.0,9.899999976158142,9.899999976158142,0.0,9.899999976158142,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,2.0,s_s_03_1,student_stem,petri dish,5.0,unique,paired,s_s_03_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,2.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,2554.800000011921,2531.199999999997,2554.800000011921,2554.800000011921,2531.199999999997,2554.800000011921,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,2.0,s_s_03_1,student_stem,petri dish,5.0,unique,paired,s_s_03_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,2.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,60,1625.0,2531.199999999997,2555.300000011921,1625.0,2531.199999999997,2555.300000011921,1.0,930.3000000119208,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,2.0,s_s_03_1,student_stem,petri dish,5.0,unique,paired,s_s_03_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1593.1000000119238,1562.5,1593.1000000119238,1593.1000000119238,1562.5,1593.1000000119238,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,info,,11.99999998808198,0.0,11.99999998808198,11.99999998808198,0.0,11.99999998808198,1.0,0.0,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,continue,,5886.899999964239,5875.0,5886.899999964239,5886.899999964239,5875.0,5886.899999964239,1.0,0.0,0.0,,Click To Continue,Next button,7.0,object-60,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,3.0,temp_dist_trial,dist_items,qkpkxw,2.0,response,35,1093.8000000000031,5875.0,5893.699999976161,1093.8000000000031,5875.0,5893.699999976161,1.0,4799.899999976158,0.0,,Slider,Slider,4.0,object-56,temp_dist_trial,3.0,s_sh_02_1,student_shared,eraser,5.0,competing,paired,s_sh_02_1.jpg,Student,,,sub-10
Desktop or Laptop,Windows 10,Edge 138.0.0.0,1756x1098,1756x1098,Temporal Distance Task,cb_05,4.0,temp_dist_trial,num_items,zn7si1,1.0,response,1_ITEM,2550.6000000119243,2531.300000000003,2550.6000000119243,2550.6000000119243,2531.300000000003,2550.6000000119243,1.0,0.0,0.0,,Click Response,1_count,3.0,object-46,temp_dist_trial,4.0,s_a_01_1,student_art,paintbrush,5.0,unique,paired,s_a_01_1.jpg,Student,,,sub-10
