Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Task Name,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial,Spreadsheet: stimulus_id,Spreadsheet: expected_goal,Spreadsheet: stimulus_name,Spreadsheet: c_group,Spreadsheet: condition,Spreadsheet: paired_status,Spreadsheet: stimulus_path,Spreadsheet: block_type,Manipulation: Spreadsheet,Store: enc_test_acc,sub_label
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_instructions,intro_screen,3tnme7,1.0,continue,,325841.80000000005,325834.86000000004,325841.80000000005,325841.80000000005,325834.86000000004,325841.80000000005,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-29,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_instructions,intro_screen_2,52v7ur,2.0,continue,,66921.47999999997,66916.45999999996,66921.47999999997,66921.47999999997,66916.45999999996,66921.47999999997,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-39,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_instructions,intro_screen_3,i7lvwx,3.0,continue,,1786.0200000000186,1784.3000000000463,1786.0200000000186,1786.0200000000186,1784.3000000000463,1786.0200000000186,1.0,0.0,0.0,,Click To Continue,Continue Button,4.0,object-67,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_instructions,test_q1,5ieqx1,4.0,response,choice_3,3901.719999999972,3896.859999999986,3901.719999999972,3901.719999999972,3896.859999999986,3901.719999999972,1.0,0.0,0.0,,Click Response,choice_3,5.0,object-345,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_instructions,score_corr,7ilvjr,5.0,continue,,10922.979999999981,10916.039999999979,10922.979999999981,10922.979999999981,10916.039999999979,10922.979999999981,1.0,0.0,0.0,,Click To Continue,Continue Button,3.0,object-23,temp_instructions,,,Travel,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_eventStart,Screen 1,dgtyxe,1.0,continue,,4772.820000000007,4771.640000000014,4772.820000000007,4772.820000000007,4771.640000000014,4772.820000000007,1.0,0.0,0.0,,Click To Continue,Next Button,3.0,object-43,temp_eventStart,,,Travel,,,,,,,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,1.0,temp_dist_trial,num_items,zn7si1,1.0,response,num_miss,2999.279999999969,2999.279999999969,2999.279999999969,2999.279999999969,2999.279999999969,2999.279999999969,1.0,0.0,0.0,num_miss_tag,Time Limit,screen,0.0,screen,temp_dist_trial,1.0,t_i_05_1,travel_Iceland,hiking boots,6.0,unique,single,t_i_05_1.jpg,Travel,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,2.0,temp_dist_trial,num_items,zn7si1,1.0,response,num_miss,2999.3000000000466,2999.3000000000466,2999.3000000000466,2999.3000000000466,2999.3000000000466,2999.3000000000466,1.0,0.0,0.0,num_miss_tag,Time Limit,screen,0.0,screen,temp_dist_trial,2.0,t_s_18_1,travel_shared,first aid kit,6.0,competing,single,t_s_18_1.jpg,Travel,$${counterbalance_group},,sub-88
Desktop or Laptop,Windows 10,Firefox 140.0,1920x1080,1920x994,Temporal Distance Task,cb_06,3.0,temp_dist_trial,num_items,zn7si1,1.0,response,2_ITEM,1791.5999999999767,1786.2599999999509,1791.5999999999767,1791.5999999999767,1786.2599999999509,1791.5999999999767,1.0,0.0,0.0,,Click Response,2_count,5.0,object-49,temp_dist_trial,3.0,t_s_13_1,travel_shared,contact lens case,6.0,competing,paired,t_s_13_1.jpg,Travel,$${counterbalance_group},,sub-88
