Spreadsheet,Spreadsheet Index,Display,Trial Count,Screen ,Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109268.4,66.29999999998836,mouse,,,0.4921875,0.83203125,0.0,0.0,675,129
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109335.1,133.0,mouse,,,0.4921875,0.8307291666666666,0.0,0.0,675,130
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109351.8,149.6999999999971,mouse,,,0.4921875,0.8294270833333334,0.0,0.0,675,131
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109368.5,166.39999999999418,mouse,,,0.4921875,0.8268229166666666,0.0,0.0,675,133
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109385.3,183.1999999999971,mouse,,,0.4921875,0.82421875,0.0,0.0,675,135
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109402.0,199.89999999999412,mouse,,,0.4921875,0.8229166666666666,0.0,0.0,675,136
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109418.5,216.39999999999412,mouse,,,0.4921875,0.8216145833333334,0.0,0.0,675,137
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109435.2,233.09999999999127,mouse,,,0.4921875,0.8190104166666666,0.0,0.0,675,139
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109451.8,249.6999999999971,mouse,,,0.4921875,0.8177083333333334,0.0,0.0,675,140
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109468.5,266.3999999999942,mouse,,,0.4921875,0.8151041666666666,0.0,0.0,675,142
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109485.2,283.09999999999127,mouse,,,0.4921875,0.8138020833333334,0.0,0.0,675,143
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109502.1,300.0,mouse,,,0.4921875,0.8111979166666666,0.0,0.0,675,145
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109518.7,316.59999999999127,mouse,,,0.4921875,0.8072916666666666,0.0,0.0,675,148
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109535.1,333.0,mouse,,,0.4921875,0.8033854166666666,0.0,0.0,675,151
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109552.0,349.8999999999942,mouse,,,0.4921875,0.7994791666666666,0.0,0.0,675,154
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109568.7,366.59999999999116,mouse,,,0.4921875,0.7955729166666666,0.0,0.0,675,157
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109585.4,383.2999999999884,mouse,,,0.4921875,0.79296875,0.0,0.0,675,159
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109602.0,399.8999999999942,mouse,,,0.4921875,0.7890625,0.0,0.0,675,162
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109618.5,416.3999999999942,mouse,,,0.4921875,0.78515625,0.0,0.0,675,165
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109635.1,433.0,mouse,,,0.4921875,0.7786458333333334,0.0,0.0,675,170
cb_05,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,109651.9,449.7999999999884,mouse,,,0.4921875,0.7760416666666666,0.0,0.0,675,172
