Spreadsheet,Spreadsheet Index,Display,Trial Count,Screen ,Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32850.5,299.70000000000067,mouse,,,0.5041666666666667,0.8055555555555556,0.0,0.0,644,140
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32867.1,316.29999999999933,mouse,,,0.50625,0.7972222222222223,0.0,0.0,646,146
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32883.7,332.8999999999978,mouse,,,0.5083333333333333,0.7888888888888889,0.0,0.0,648,152
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32900.6,349.79999999999933,mouse,,,0.509375,0.7777777777777778,0.0,0.0,649,160
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32917.4,366.60000000000224,mouse,,,0.5104166666666666,0.7680555555555555,0.0,0.0,650,167
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32934.0,383.2000000000008,mouse,,,0.5104166666666666,0.7569444444444444,0.0,0.0,650,175
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32950.7,399.89999999999776,mouse,,,0.5104166666666666,0.7388888888888889,0.0,0.0,650,188
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32967.2,416.39999999999776,mouse,,,0.5125,0.7125,0.0,0.0,652,207
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,32983.8,433.00000000000364,mouse,,,0.5177083333333333,0.6805555555555556,0.0,0.0,657,230
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33000.5,449.7000000000008,mouse,,,0.521875,0.6527777777777778,0.0,0.0,661,250
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33017.0,466.2000000000008,mouse,,,0.5229166666666667,0.6277777777777778,0.0,0.0,662,268
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33033.7,482.89999999999776,mouse,,,0.5239583333333333,0.6055555555555556,0.0,0.0,663,284
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33050.4,499.60000000000224,mouse,,,0.525,0.5833333333333333,0.0,0.0,664,300
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33067.0,516.2000000000007,mouse,,,0.5229166666666667,0.5444444444444445,0.0,0.0,662,328
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33083.7,532.8999999999978,mouse,,,0.5145833333333333,0.5166666666666666,0.0,0.0,654,348
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33100.7,549.8999999999978,mouse,,,0.503125,0.4875,0.0,0.0,643,369
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33117.1,566.2999999999993,mouse,,,0.490625,0.4597222222222223,0.0,0.0,631,389
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33133.8,583.0000000000036,mouse,,,0.4770833333333334,0.4319444444444445,0.0,0.0,618,409
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33150.5,599.7000000000007,mouse,,,0.4625,0.4055555555555556,0.0,0.0,604,428
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33167.2,616.3999999999978,mouse,,,0.44583333333333336,0.3805555555555555,0.0,0.0,588,446
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33183.8,633.0000000000036,mouse,,,0.4291666666666665,0.35416666666666663,0.0,0.0,572,465
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33200.7,649.8999999999978,mouse,,,0.41770833333333335,0.3319444444444445,0.0,0.0,561,481
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33217.0,666.2000000000007,mouse,,,0.4114583333333333,0.31666666666666665,0.0,0.0,555,492
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33233.6,682.7999999999993,mouse,,,0.4083333333333333,0.3083333333333333,0.0,0.0,552,498
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33283.7,732.8999999999977,mouse,,,0.4083333333333333,0.30972222222222223,0.0,0.0,552,497
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33300.1,749.2999999999993,mouse,,,0.41041666666666665,0.33472222222222225,0.0,0.0,554,479
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33317.0,766.2000000000007,mouse,,,0.4166666666666667,0.37083333333333335,0.0,0.0,560,453
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33333.5,782.7000000000007,mouse,,,0.425,0.4166666666666666,0.0,0.0,568,420
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33350.4,799.6000000000023,mouse,,,0.43854166666666666,0.4736111111111111,0.0,0.0,581,379
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33367.0,816.2000000000007,mouse,,,0.4479166666666667,0.5138888888888888,0.0,0.0,590,350
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33383.7,832.8999999999977,mouse,,,0.4552083333333333,0.55,0.0,0.0,597,324
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33400.0,849.2000000000007,mouse,,,0.4635416666666667,0.5861111111111111,0.0,0.0,605,298
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33417.0,866.2000000000007,mouse,,,0.4708333333333333,0.6208333333333333,0.0,0.0,612,273
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33433.3,882.5000000000036,mouse,,,0.4791666666666667,0.6527777777777778,0.0,0.0,620,250
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33450.0,899.2000000000007,mouse,,,0.4875,0.6861111111111111,0.0,0.0,628,226
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33466.7,915.8999999999976,mouse,,,0.5,0.7361111111111112,0.0,0.0,640,190
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33483.4,932.6000000000024,mouse,,,0.5052083333333334,0.7638888888888888,0.0,0.0,645,170
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33499.9,949.1000000000024,mouse,,,0.509375,0.7861111111111111,0.0,0.0,649,154
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33516.9,966.1000000000024,mouse,,,0.5114583333333333,0.8013888888888889,0.0,0.0,651,143
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33533.6,982.7999999999993,mouse,,,0.5125,0.8138888888888889,0.0,0.0,652,134
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33550.1,999.2999999999993,mouse,,,0.5125,0.8208333333333333,0.0,0.0,652,129
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33566.9,1016.1000000000024,mouse,,,0.5145833333333333,0.8263888888888888,0.0,0.0,654,125
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33583.5,1032.7000000000007,mouse,,,0.5166666666666667,0.8305555555555555,0.0,0.0,656,122
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33600.1,1049.2999999999993,mouse,,,0.5177083333333333,0.8361111111111111,0.0,0.0,657,118
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33616.9,1066.1000000000022,mouse,,,0.51875,0.8388888888888889,0.0,0.0,658,116
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33633.2,1082.3999999999978,mouse,,,0.5197916666666667,0.8402777777777778,0.0,0.0,659,115
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33649.7,1098.8999999999978,mouse,,,0.5208333333333334,0.8430555555555556,0.0,0.0,660,113
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33666.5,1115.7000000000007,mouse,,,0.5239583333333333,0.8486111111111111,0.0,0.0,663,109
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33683.1,1132.2999999999993,mouse,,,0.5270833333333333,0.8527777777777777,0.0,0.0,666,106
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33700.1,1149.2999999999993,mouse,,,0.5291666666666667,0.8569444444444445,0.0,0.0,668,103
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33716.6,1165.7999999999993,mouse,,,0.53125,0.8597222222222223,0.0,0.0,670,101
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33733.1,1182.2999999999993,mouse,,,0.53125,0.8611111111111112,0.0,0.0,670,100
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33750.1,1199.2999999999993,mouse,,,0.5322916666666667,0.8625,0.0,0.0,671,99
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33783.4,1232.6000000000022,mouse,,,0.5333333333333333,0.8638888888888889,0.0,0.0,672,98
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33800.0,1249.2000000000007,mouse,,,0.5354166666666667,0.8666666666666667,0.0,0.0,674,96
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33816.7,1265.8999999999978,mouse,,,0.5354166666666667,0.8694444444444445,0.0,0.0,674,94
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33833.1,1282.2999999999993,mouse,,,0.5364583333333334,0.8694444444444445,0.0,0.0,675,94
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33849.7,1298.8999999999978,mouse,,,0.5375,0.8694444444444445,0.0,0.0,676,94
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,33899.9,1349.1000000000022,mouse,,,0.5375,0.8708333333333333,0.0,0.0,676,93
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34116.4,1565.6000000000022,mouse,,,0.5375,0.8694444444444445,0.0,0.0,676,94
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34132.8,1582.0000000000034,mouse,,,0.5395833333333333,0.8638888888888889,0.0,0.0,678,98
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34149.6,1598.7999999999995,mouse,,,0.5416666666666666,0.8583333333333334,0.0,0.0,680,102
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34166.3,1615.5000000000034,mouse,,,0.5458333333333333,0.8472222222222222,0.0,0.0,684,110
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34183.1,1632.2999999999995,mouse,,,0.553125,0.825,0.0,0.0,691,126
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34199.7,1648.8999999999978,mouse,,,0.5625,0.8,0.0,0.0,700,144
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34216.3,1665.5000000000034,mouse,,,0.5770833333333333,0.7611111111111111,0.0,0.0,714,172
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34233.0,1682.2000000000005,mouse,,,0.5989583333333334,0.7125,0.0,0.0,735,207
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34249.3,1698.5000000000034,mouse,,,0.6270833333333333,0.6583333333333333,0.0,0.0,762,246
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34266.0,1715.2000000000005,mouse,,,0.6677083333333333,0.5888888888888889,0.0,0.0,801,296
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34282.7,1731.8999999999978,mouse,,,0.6916666666666667,0.5444444444444445,0.0,0.0,824,328
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34299.2,1748.3999999999978,mouse,,,0.7145833333333333,0.5055555555555555,0.0,0.0,846,356
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34315.9,1765.1000000000022,mouse,,,0.7333333333333333,0.4736111111111111,0.0,0.0,864,379
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34332.6,1781.7999999999995,mouse,,,0.753125,0.4388888888888889,0.0,0.0,883,404
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34349.6,1798.7999999999995,mouse,,,0.7760416666666666,0.3986111111111112,0.0,0.0,905,433
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34366.1,1815.2999999999995,mouse,,,0.7947916666666667,0.3638888888888889,0.0,0.0,923,458
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34382.5,1831.7000000000005,mouse,,,0.809375,0.3375,0.0,0.0,937,477
cb_06,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,34399.4,1848.6000000000024,mouse,,,0.821875,0.31527777777777777,0.0,0.0,949,493
