Spreadsheet,Spreadsheet Index,Display,Trial Count,Screen ,Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368863.48,149.88000000000466,mouse,,,0.4953703703703704,0.8333333333333334,0.0,0.0,715,135
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368879.64,166.04000000003725,mouse,,,0.4953703703703704,0.8333333333333334,0.0,0.0,715,135
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368896.74,183.140000000014,mouse,,,0.4953703703703704,0.8308641975308642,0.0,0.0,715,137
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368912.82,199.22000000003032,mouse,,,0.4944444444444445,0.8271604938271605,0.0,0.0,714,140
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368929.94,216.34000000002558,mouse,,,0.4935185185185185,0.8209876543209876,0.0,0.0,713,145
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368946.04,232.4400000000024,mouse,,,0.4935185185185185,0.8098765432098766,0.0,0.0,713,154
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368963.18,249.58000000001635,mouse,,,0.4935185185185185,0.7938271604938272,0.0,0.0,713,167
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368979.26,265.6600000000326,mouse,,,0.4953703703703704,0.7679012345679013,0.0,0.0,715,188
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,368996.3,282.70000000001164,mouse,,,0.4990740740740741,0.7407407407407407,0.0,0.0,719,210
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369013.36,299.7600000000093,mouse,,,0.5018518518518519,0.7197530864197531,0.0,0.0,722,227
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369029.44,315.8400000000256,mouse,,,0.5055555555555555,0.6901234567901234,0.0,0.0,726,251
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369046.56,332.96000000002095,mouse,,,0.5092592592592593,0.6604938271604939,0.0,0.0,730,275
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369062.7,349.10000000003487,mouse,,,0.5101851851851852,0.6358024691358024,0.0,0.0,731,295
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369079.78,366.18000000005117,mouse,,,0.5120370370370371,0.625925925925926,0.0,0.0,733,303
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369095.86,382.2600000000093,mouse,,,0.512962962962963,0.6234567901234568,0.0,0.0,734,305
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369179.38,465.780000000028,mouse,,,0.5120370370370371,0.6222222222222222,0.0,0.0,733,306
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,3,3,369196.54,482.94000000000227,mouse,,,0.5111111111111111,0.6197530864197531,0.0,0.0,732,308
