Spreadsheet,Spreadsheet Index,Display,Trial Count,Screen ,Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14494.6,1020.2000000000007,mouse,,,0.4921700223713647,0.8131991051454139,0.0,0.0,440,381
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14514.6,1040.2000000000007,mouse,,,0.4888143176733781,0.8027591349739001,0.0,0.0,437,388
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14534.5,1060.1000000000004,mouse,,,0.4854586129753915,0.772930648769575,0.0,0.0,434,408
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14554.8,1080.3999999999996,mouse,,,0.4742729306487696,0.6521252796420582,0.0,0.0,424,489
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14574.6,1100.2000000000007,mouse,,,0.4541387024608501,0.5387770320656227,0.0,0.0,406,565
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14594.7,1120.300000000001,mouse,,,0.4272930648769575,0.3911260253542133,0.0,0.0,382,664
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14614.6,1140.2000000000007,mouse,,,0.42953020134228187,0.3687546607009694,0.0,0.0,384,679
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14634.8,1160.3999999999996,mouse,,,0.4373601789709172,0.3568232662192393,0.0,0.0,391,687
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14654.6,1180.2000000000007,mouse,,,0.4463087248322148,0.3508575689783744,0.0,0.0,399,691
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14674.7,1200.300000000001,mouse,,,0.4597315436241611,0.3508575689783744,0.0,0.0,411,691
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14694.6,1220.2000000000007,mouse,,,0.4821029082774049,0.3508575689783744,0.0,0.0,431,691
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14734.7,1260.300000000001,mouse,,,0.6096196868008948,0.3568232662192393,0.0,0.0,545,687
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14754.7,1280.300000000001,mouse,,,0.6465324384787472,0.36129753914988816,0.0,0.0,578,684
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14774.7,1300.300000000001,mouse,,,0.6756152125279642,0.3568232662192393,0.0,0.0,604,687
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14794.8,1320.3999999999996,mouse,,,0.7136465324384788,0.3389261744966443,0.0,0.0,638,699
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14834.7,1360.300000000001,mouse,,,0.7192393736017897,0.33146905294556306,0.0,0.0,643,704
cb_07,1,enc_practice_trials,1,practice_stim,vjbp84,9,9,14854.8,1380.3999999999994,mouse,,,0.7136465324384788,0.3269947800149142,0.0,0.0,638,707
