Spreadsheet,Spreadsheet Index,Display,Trial Count,Screen ,Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,18902.4,16.700000000000728,mouse,,,0.506578947368421,0.8216374269005848,0.0,0.0,1033,183
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,18919.0,33.29999999999927,mouse,,,0.5080409356725146,0.8196881091617934,0.0,0.0,1035,185
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,18935.7,50.0,mouse,,,0.5095029239766082,0.8128654970760234,0.0,0.0,1037,192
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,18952.4,66.70000000000073,mouse,,,0.5109649122807017,0.8060428849902534,0.0,0.0,1039,199
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,18969.1,83.39999999999782,mouse,,,0.5131578947368421,0.7943469785575049,0.0,0.0,1042,211
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,18985.8,100.09999999999854,mouse,,,0.5160818713450293,0.7787524366471735,0.0,0.0,1046,227
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19002.5,116.79999999999927,mouse,,,0.5197368421052632,0.7612085769980507,0.0,0.0,1051,245
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19019.0,133.29999999999927,mouse,,,0.5226608187134503,0.7417153996101364,0.0,0.0,1055,265
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19035.8,150.09999999999854,mouse,,,0.5241228070175439,0.7251461988304093,0.0,0.0,1057,282
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19052.5,166.79999999999927,mouse,,,0.5255847953216374,0.7124756335282652,0.0,0.0,1059,295
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19069.2,183.5,mouse,,,0.5263157894736842,0.702729044834308,0.0,0.0,1060,305
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19085.8,200.0999999999985,mouse,,,0.527046783625731,0.6968810916179338,0.0,0.0,1061,311
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19102.6,216.89999999999782,mouse,,,0.5292397660818714,0.6910331384015594,0.0,0.0,1064,317
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19119.1,233.39999999999782,mouse,,,0.5292397660818714,0.6832358674463938,0.0,0.0,1064,325
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19136.0,250.29999999999927,mouse,,,0.5299707602339181,0.6715399610136452,0.0,0.0,1065,337
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19152.6,266.8999999999978,mouse,,,0.5299707602339181,0.6559454191033138,0.0,0.0,1065,353
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19169.3,283.5999999999985,mouse,,,0.5299707602339181,0.6442495126705653,0.0,0.0,1065,365
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19185.9,300.20000000000067,mouse,,,0.5299707602339181,0.6325536062378168,0.0,0.0,1065,377
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19202.6,316.8999999999978,mouse,,,0.5299707602339181,0.6091617933723197,0.0,0.0,1065,401
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19219.3,333.5999999999985,mouse,,,0.5299707602339181,0.5711500974658871,0.0,0.0,1065,440
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19235.9,350.20000000000067,mouse,,,0.5285087719298246,0.5263157894736843,0.0,0.0,1063,486
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19252.6,366.89999999999776,mouse,,,0.5241228070175439,0.4883040935672514,0.0,0.0,1057,525
cb_03,1,enc_practice_trials,1,practice_stim,vjbp84,5,5,19269.3,383.59999999999854,mouse,,,0.5175438596491229,0.4580896686159845,0.0,0.0,1048,556
