"sub","image_file_stim1","pair_dist","within_block_dist","paired_status","condition","acc","temp_dist_resp","temp_rt","temp_acc","image_stem"
"sub-17","t_m_17_1.jpg",3,"close","paired","unique",1,"2_ITEM",1511.70000000019,1,"t_m_17"
"sub-17","t_i_10_1.jpg",15,"far","paired","unique",1,"2_ITEM",1468.00000000017,1,"t_i_10"
"sub-17","t_i_18_1.jpg",NA,"","single","unique",1,"1_ITEM",918.200000000012,1,"t_i_18"
"sub-17","t_m_07_1.jpg",NA,"","single","unique",1,"2_ITEM",1059.39999999991,0,"t_m_07"
"sub-17","t_s_21_1.jpg",16,"far","paired","competing",1,"2_ITEM",863.800000000105,1,"t_s_21"
"sub-17","t_i_13_1.jpg",3,"close","paired","unique",1,"1_ITEM",973.100000000093,0,"t_i_13"
"sub-17","t_m_03_1.jpg",NA,"","single","unique",1,"2_ITEM",1223.10000000018,0,"t_m_03"
"sub-17","t_i_19_1.jpg",16,"far","paired","unique",1,"2_ITEM",1011.39999999999,1,"t_i_19"
"sub-17","t_i_14_1.jpg",NA,"","single","unique",1,"1_ITEM",1410.90000000008,1,"t_i_14"
"sub-17","t_m_18_1.jpg",17,"far","paired","unique",1,"2_ITEM",1753.1999999999,1,"t_m_18"
"sub-17","t_s_22_1.jpg",3,"close","paired","competing",1,"2_ITEM",944.400000000082,1,"t_s_22"
"sub-17","t_m_01_1.jpg",7,"close","paired","unique",1,"2_ITEM",967.000000000291,1,"t_m_01"
"sub-17","t_m_19_1.jpg",17,"far","paired","unique",1,"2_ITEM",966.100000000093,1,"t_m_19"
"sub-17","t_s_02_1.jpg",14,"far","paired","competing",1,"2_ITEM",2747.00000000017,1,"t_s_02"
"sub-17","t_s_06_1.jpg",14,"far","paired","competing",1,"1_ITEM",1658.60000000027,0,"t_s_06"
"sub-17","t_s_18_1.jpg",7,"close","paired","competing",1,"2_ITEM",1006.80000000019,1,"t_s_18"
"sub-17","t_s_13_1.jpg",NA,"","single","competing",1,"1_ITEM",2083.60000000001,1,"t_s_13"
"sub-17","t_i_15_1.jpg",5,"close","paired","unique",1,"1_ITEM",938.700000000012,0,"t_i_15"
"sub-17","t_s_15_1.jpg",NA,"","single","competing",1,"1_ITEM",1199.30000000002,1,"t_s_15"
"sub-17","t_s_04_1.jpg",NA,"","single","competing",1,"1_ITEM",1549.3000000001,1,"t_s_04"
"sub-17","t_s_24_1.jpg",NA,"","single","competing",1,"1_ITEM",1308.10000000001,1,"t_s_24"
"sub-17","s_sh_24_1.jpg",17,"far","paired","competing",1,"2_ITEM",1022.89999999999,1,"s_sh_24"
"sub-17","s_sh_07_1.jpg",6,"close","paired","competing",1,"2_ITEM",1308.09999999999,1,"s_sh_07"
"sub-17","s_sh_04_1.jpg",NA,"","single","competing",1,"1_ITEM",2167.60000000019,1,"s_sh_04"
"sub-17","s_s_10_1.jpg",NA,"","single","unique",1,"1_ITEM",1555.10000000001,1,"s_s_10"
"sub-17","s_a_05_1.jpg",NA,"","single","unique",1,"1_ITEM",963.099999999991,1,"s_a_05"
"sub-17","s_a_10_1.jpg",6,"close","paired","unique",1,"2_ITEM",1123.7,1,"s_a_10"
"sub-17","s_sh_14_1.jpg",13,"far","paired","competing",1,"1_ITEM",1203.30000000028,0,"s_sh_14"
"sub-17","s_s_01_1.jpg",13,"far","paired","unique",1,"2_ITEM",1110.39999999999,1,"s_s_01"
"sub-17","s_sh_16_1.jpg",5,"close","paired","competing",1,"2_ITEM",1590.30000000019,1,"s_sh_16"
"sub-17","s_s_02_1.jpg",14,"far","paired","unique",1,"1_ITEM",1528.80000000028,0,"s_s_02"
"sub-17","s_s_15_1.jpg",NA,"","single","unique",1,"1_ITEM",1094.70000000001,1,"s_s_15"
"sub-17","s_sh_22_1.jpg",NA,"","single","competing",1,"num_miss",2998.2,0,"s_sh_22"
"sub-17","s_sh_11_1.jpg",16,"far","paired","competing",1,"2_ITEM",1271.8,1,"s_sh_11"
"sub-17","s_a_17_1.jpg",13,"far","paired","unique",1,"2_ITEM",1009.90000000008,1,"s_a_17"
"sub-17","s_a_20_1.jpg",7,"close","paired","unique",1,"2_ITEM",1173.0999999999,1,"s_a_20"
"sub-17","s_sh_18_1.jpg",NA,"","single","competing",1,"1_ITEM",1106.39999999991,1,"s_sh_18"
"sub-17","s_a_16_1.jpg",14,"far","paired","unique",1,"2_ITEM",832.399999999994,1,"s_a_16"
"sub-17","s_a_14_1.jpg",NA,"","single","unique",1,"1_ITEM",1144.89999999999,1,"s_a_14"
"sub-17","s_sh_23_1.jpg",7,"close","paired","competing",1,"num_miss",2998.2,0,"s_sh_23"
"sub-17","s_sh_08_1.jpg",NA,"","single","competing",1,"1_ITEM",2122.30000000018,1,"s_sh_08"
"sub-17","s_s_12_1.jpg",4,"close","paired","unique",1,"2_ITEM",1087.8,1,"s_s_12"
"sub-17","s_s_05_1.jpg",4,"close","paired","unique",1,"2_ITEM",1363.30000000002,1,"s_s_05"
"sub-17","t_i_20_1.jpg",15,"far","paired","unique",1,"1_ITEM",1082.7999999999,0,"t_i_20"
"sub-17","t_s_17_1.jpg",3,"close","paired","competing",1,"2_ITEM",1040.80000000019,1,"t_s_17"
"sub-17","t_i_16_1.jpg",NA,"","single","unique",1,"1_ITEM",1241.69999999995,1,"t_i_16"
"sub-17","t_s_19_1.jpg",NA,"","single","competing",1,"1_ITEM",1203.20000000001,1,"t_s_19"
"sub-17","t_i_05_1.jpg",3,"close","paired","unique",1,"1_ITEM",1322.40000000029,0,"t_i_05"
"sub-17","t_m_16_1.jpg",16,"far","paired","unique",1,"2_ITEM",1112.30000000019,1,"t_m_16"
"sub-17","t_m_06_1.jpg",NA,"","single","unique",1,"1_ITEM",1329.89999999999,1,"t_m_06"
"sub-17","t_i_08_1.jpg",14,"far","paired","unique",1,"1_ITEM",1077.20000000027,0,"t_i_08"
"sub-17","t_i_09_1.jpg",7,"close","paired","unique",1,"2_ITEM",952.799999999988,1,"t_i_09"
"sub-17","t_m_12_1.jpg",5,"close","paired","unique",1,"2_ITEM",920.5,1,"t_m_12"
"sub-17","t_m_15_1.jpg",15,"far","paired","unique",1,"2_ITEM",995.799999999901,1,"t_m_15"
"sub-17","t_s_16_1.jpg",15,"far","paired","competing",1,"2_ITEM",878.200000000186,1,"t_s_16"
"sub-17","t_m_02_1.jpg",4,"close","paired","unique",1,"2_ITEM",1059.29999999999,1,"t_m_02"
"sub-17","t_s_14_1.jpg",15,"far","paired","competing",1,"2_ITEM",1144.89999999999,1,"t_s_14"
"sub-17","t_s_11_1.jpg",7,"close","paired","competing",1,"1_ITEM",1508.39999999999,0,"t_s_11"
"sub-17","t_s_10_1.jpg",NA,"","single","competing",1,"1_ITEM",1614.00000000017,1,"t_s_10"
"sub-17","t_i_04_1.jpg",NA,"","single","unique",1,"1_ITEM",1077.39999999991,1,"t_i_04"
"sub-17","t_s_23_1.jpg",NA,"","single","competing",1,"1_ITEM",1112.49999999991,1,"t_s_23"
"sub-17","t_s_01_1.jpg",NA,"","single","competing",1,"1_ITEM",1102.29999999999,1,"t_s_01"
"sub-17","t_m_08_1.jpg",NA,"","single","unique",1,"2_ITEM",1706.8000000001,0,"t_m_08"
"sub-17","s_sh_02_1.jpg",7,"close","paired","competing",1,"2_ITEM",899,1,"s_sh_02"
"sub-17","s_s_08_1.jpg",NA,"","single","unique",1,"1_ITEM",1119.10000000027,1,"s_s_08"
"sub-17","s_a_18_1.jpg",NA,"","single","unique",1,"1_ITEM",1252.60000000009,1,"s_a_18"
"sub-17","s_s_19_1.jpg",NA,"","single","unique",1,"2_ITEM",1594.50000000019,0,"s_s_19"
"sub-17","s_s_04_1.jpg",4,"close","paired","unique",1,"2_ITEM",1247.2000000001,1,"s_s_04"
"sub-17","s_sh_03_1.jpg",7,"close","paired","competing",1,"2_ITEM",1126.8,1,"s_sh_03"
"sub-17","s_a_02_1.jpg",13,"far","paired","unique",1,"2_ITEM",188.60000000002,1,"s_a_02"
"sub-17","s_a_04_1.jpg",4,"close","paired","unique",1,"2_ITEM",1059.40000000018,1,"s_a_04"
"sub-17","s_sh_01_1.jpg",NA,"","single","competing",1,"2_ITEM",1281.39999999999,0,"s_sh_01"
"sub-17","s_s_07_1.jpg",14,"far","paired","unique",1,"2_ITEM",1366.20000000028,1,"s_s_07"
"sub-17","s_a_11_1.jpg",6,"close","paired","unique",1,"1_ITEM",1574.30000000019,0,"s_a_11"
"sub-17","s_s_09_1.jpg",14,"far","paired","unique",1,"2_ITEM",1120.60000000001,1,"s_s_09"
"sub-17","s_a_19_1.jpg",15,"far","paired","unique",1,"2_ITEM",1552.8000000001,1,"s_a_19"
"sub-17","s_a_12_1.jpg",NA,"","single","unique",1,"2_ITEM",1956.3,0,"s_a_12"
"sub-17","s_s_18_1.jpg",6,"close","paired","unique",1,"2_ITEM",931.099999999904,1,"s_s_18"
"sub-17","s_sh_05_1.jpg",4,"close","paired","competing",1,"2_ITEM",1113.79999999999,1,"s_sh_05"
"sub-17","s_sh_17_1.jpg",NA,"","single","competing",1,"2_ITEM",1108.3,0,"s_sh_17"
"sub-17","s_sh_09_1.jpg",NA,"","single","competing",1,"1_ITEM",1296.10000000001,1,"s_sh_09"
"sub-17","s_sh_20_1.jpg",NA,"","single","competing",1,"1_ITEM",1025.70000000019,1,"s_sh_20"
