"sub","image_file_stim1","pair_dist","within_block_dist","paired_status","condition","acc","temp_dist_resp","temp_rt","temp_acc","image_stem"
"sub-34","s_sh_04_1.jpg",NA,"","single","competing",1,"2_ITEM",1948.89999990462,0,"s_sh_04"
"sub-34","s_s_15_1.jpg",3,"close","paired","unique",1,"1_ITEM",1266.70000000001,0,"s_s_15"
"sub-34","s_sh_11_1.jpg",4,"close","paired","competing",1,"2_ITEM",1276.19999971392,1,"s_sh_11"
"sub-34","s_a_12_1.jpg",7,"close","paired","unique",1,"2_ITEM",868.699999809265,1,"s_a_12"
"sub-34","s_s_19_1.jpg",4,"close","paired","unique",1,"1_ITEM",1050.19999999998,0,"s_s_19"
"sub-34","s_sh_18_1.jpg",NA,"","single","competing",1,"1_ITEM",1070.59999980929,1,"s_sh_18"
"sub-34","s_sh_16_1.jpg",14,"far","paired","competing",1,"2_ITEM",875.299999618554,1,"s_sh_16"
"sub-34","s_sh_23_1.jpg",16,"far","paired","competing",1,"2_ITEM",1180.69999961852,1,"s_sh_23"
"sub-34","s_sh_24_1.jpg",6,"close","paired","competing",1,"2_ITEM",1287.10000000001,1,"s_sh_24"
"sub-34","s_s_02_1.jpg",17,"far","paired","unique",1,"1_ITEM",1189.49999980925,0,"s_s_02"
"sub-34","s_a_14_1.jpg",3,"close","paired","unique",1,"2_ITEM",1225.5,1,"s_a_14"
"sub-34","s_sh_08_1.jpg",NA,"","single","competing",1,"2_ITEM",1255.69999990461,0,"s_sh_08"
"sub-34","s_a_17_1.jpg",15,"far","paired","unique",1,"2_ITEM",1380.60000000001,1,"s_a_17"
"sub-34","s_sh_19_1.jpg",15,"far","paired","competing",1,"2_ITEM",2292.29999961855,1,"s_sh_19"
"sub-34","s_sh_07_1.jpg",15,"far","paired","competing",1,"2_ITEM",1113.29999980927,1,"s_sh_07"
"sub-34","s_s_01_1.jpg",16,"far","paired","unique",1,"1_ITEM",1238.5,0,"s_s_01"
"sub-34","s_a_16_1.jpg",16,"far","paired","unique",1,"1_ITEM",1136.2999997139,0,"s_a_16"
"sub-34","s_a_15_1.jpg",NA,"","single","unique",1,"1_ITEM",1582.39999961853,1,"s_a_15"
"sub-34","s_sh_14_1.jpg",3,"close","paired","competing",1,"2_ITEM",1363.99999961854,1,"s_sh_14"
"sub-34","s_s_11_1.jpg",NA,"","single","unique",1,"1_ITEM",2314.09999980929,1,"s_s_11"
"sub-34","s_a_07_1.jpg",NA,"","single","unique",1,"1_ITEM",1654.29999980927,1,"s_a_07"
"sub-34","s_sh_22_1.jpg",NA,"","single","competing",1,"1_ITEM",1304.09999990463,1,"s_sh_22"
"sub-34","s_sh_10_1.jpg",3,"close","paired","competing",1,"1_ITEM",1721.49999961851,0,"s_sh_10"
"sub-34","s_s_16_1.jpg",NA,"","single","unique",1,"1_ITEM",1676.39999980928,1,"s_s_16"
"sub-34","t_m_05_1.jpg",NA,"","single","unique",1,"1_ITEM",1768.09999990463,1,"t_m_05"
"sub-34","t_s_13_1.jpg",NA,"","single","competing",1,"2_ITEM",2689.09999980926,0,"t_s_13"
"sub-34","t_m_19_1.jpg",16,"far","paired","unique",1,"2_ITEM",1272.99999980927,1,"t_m_19"
"sub-34","t_s_08_1.jpg",13,"far","paired","competing",1,"1_ITEM",1942.69999990464,0,"t_s_08"
"sub-34","t_s_15_1.jpg",NA,"","single","competing",1,"2_ITEM",1103.09999990463,0,"t_s_15"
"sub-34","t_s_24_1.jpg",NA,"","single","competing",1,"1_ITEM",1634.19999961853,1,"t_s_24"
"sub-34","t_i_19_1.jpg",13,"far","paired","unique",1,"2_ITEM",881.899999809262,1,"t_i_19"
"sub-34","t_s_21_1.jpg",3,"close","paired","competing",1,"2_ITEM",1261.69999971389,1,"t_s_21"
"sub-34","t_i_10_1.jpg",17,"far","paired","unique",1,"2_ITEM",1299.69999961853,1,"t_i_10"
"sub-34","t_s_20_1.jpg",17,"far","paired","competing",1,"1_ITEM",1712.0999997139,0,"t_s_20"
"sub-34","t_m_13_1.jpg",NA,"","single","unique",1,"1_ITEM",1785.99999961853,1,"t_m_13"
"sub-34","t_s_04_1.jpg",NA,"","single","competing",1,"1_ITEM",1424.8999997139,1,"t_s_04"
"sub-34","t_s_18_1.jpg",17,"far","paired","competing",1,"2_ITEM",1277.39999961853,1,"t_s_18"
"sub-34","t_m_18_1.jpg",14,"far","paired","unique",1,"2_ITEM",1505.59999990463,1,"t_m_18"
"sub-34","t_i_04_1.jpg",3,"close","paired","unique",1,"2_ITEM",1476.49999971389,1,"t_i_04"
"sub-34","t_s_12_1.jpg",4,"close","paired","competing",1,"2_ITEM",1207.2999997139,1,"t_s_12"
"sub-34","t_s_22_1.jpg",13,"far","paired","competing",1,"2_ITEM",1363.7999997139,1,"t_s_22"
"sub-34","t_m_06_1.jpg",6,"close","paired","unique",1,"2_ITEM",1246.09999980926,1,"t_m_06"
"sub-34","t_m_03_1.jpg",4,"close","paired","unique",1,"2_ITEM",1170.7999997139,1,"t_m_03"
"sub-34","t_i_01_1.jpg",NA,"","single","unique",1,"2_ITEM",1766.80000000002,0,"t_i_01"
"sub-34","t_i_14_1.jpg",6,"close","paired","unique",1,"2_ITEM",1487.29999961853,1,"t_i_14"
