"sub","image_file_stim1","pair_dist","within_block_dist","paired_status","condition","acc","temp_dist_resp","temp_rt","temp_acc","image_stem"
"sub-43","t_s_11_1.jpg",NA,"","single","competing",1,"1_ITEM",1208.19999997615,1,"t_s_11"
"sub-43","t_i_01_1.jpg",NA,"","single","unique",1,"num_miss",3000.39999999999,0,"t_i_01"
"sub-43","t_s_08_1.jpg",NA,"","single","competing",1,"1_ITEM",347.299999999988,1,"t_s_08"
"sub-43","t_s_12_1.jpg",3,"close","paired","competing",1,"2_ITEM",1465.80000004769,1,"t_s_12"
"sub-43","t_m_05_1.jpg",NA,"","single","unique",1,"2_ITEM",1388.10000000001,0,"t_m_05"
"sub-43","t_m_13_1.jpg",NA,"","single","unique",1,"1_ITEM",1199.5,1,"t_m_13"
"sub-43","t_m_19_1.jpg",7,"close","paired","unique",1,"2_ITEM",975.700000000012,1,"t_m_19"
"sub-43","t_s_10_1.jpg",16,"far","paired","competing",1,"1_ITEM",1258.80000007153,0,"t_s_10"
"sub-43","t_s_02_1.jpg",3,"close","paired","competing",1,"1_ITEM",1251.20000000007,0,"t_s_02"
"sub-43","t_i_19_1.jpg",6,"close","paired","unique",1,"1_ITEM",1899.20000000004,0,"t_i_19"
"sub-43","t_s_23_1.jpg",17,"far","paired","competing",1,"1_ITEM",957.499999999971,0,"t_s_23"
"sub-43","t_m_03_1.jpg",16,"far","paired","unique",1,"1_ITEM",1117.9000000715,0,"t_m_03"
"sub-43","t_m_18_1.jpg",4,"close","paired","unique",1,"1_ITEM",1436.10000000001,0,"t_m_18"
"sub-43","t_i_14_1.jpg",15,"far","paired","unique",1,"1_ITEM",1225.90000007153,0,"t_i_14"
"sub-43","t_i_04_1.jpg",13,"far","paired","unique",1,"2_ITEM",1590.20000004768,1,"t_i_04"
"sub-43","t_m_06_1.jpg",16,"far","paired","unique",1,"2_ITEM",1247.90000007153,1,"t_m_06"
"sub-43","t_i_10_1.jpg",7,"close","paired","unique",1,"2_ITEM",1405.89999999999,1,"t_i_10"
"sub-43","t_s_05_1.jpg",NA,"","single","competing",1,"1_ITEM",1065.20000000004,1,"t_s_05"
"sub-43","t_i_06_1.jpg",NA,"","single","unique",1,"1_ITEM",1063.60000007151,1,"t_i_06"
"sub-43","t_s_22_1.jpg",NA,"","single","competing",1,"1_ITEM",971.599999999977,1,"t_s_22"
"sub-43","s_sh_18_1.jpg",16,"far","paired","competing",1,"2_ITEM",972.400000000023,1,"s_sh_18"
"sub-43","s_sh_02_1.jpg",NA,"","single","competing",1,"1_ITEM",1345.40000000001,1,"s_sh_02"
"sub-43","s_sh_24_1.jpg",3,"close","paired","competing",1,"1_ITEM",1230.20000000001,0,"s_sh_24"
"sub-43","s_a_07_1.jpg",NA,"","single","unique",1,"1_ITEM",940.299999976152,1,"s_a_07"
"sub-43","s_sh_11_1.jpg",3,"close","paired","competing",1,"2_ITEM",1727,1,"s_sh_11"
"sub-43","s_a_14_1.jpg",15,"far","paired","unique",1,"1_ITEM",974.700000000012,0,"s_a_14"
"sub-43","s_s_11_1.jpg",NA,"","single","unique",1,"1_ITEM",2476.10000002384,1,"s_s_11"
"sub-43","s_s_15_1.jpg",15,"far","paired","unique",1,"2_ITEM",1353.10000007151,1,"s_s_15"
"sub-43","s_sh_09_1.jpg",16,"far","paired","competing",1,"1_ITEM",1159.69999997615,0,"s_sh_09"
"sub-43","s_a_16_1.jpg",6,"close","paired","unique",1,"2_ITEM",881.099999999977,1,"s_a_16"
"sub-43","s_sh_10_1.jpg",7,"close","paired","competing",1,"1_ITEM",1085.49999997616,0,"s_sh_10"
"sub-43","s_a_15_1.jpg",NA,"","single","unique",1,"2_ITEM",2426.00000007152,0,"s_a_15"
"sub-43","s_a_17_1.jpg",7,"close","paired","unique",1,"2_ITEM",1319.00000004769,1,"s_a_17"
"sub-43","s_s_19_1.jpg",14,"far","paired","unique",1,"2_ITEM",1356.7,1,"s_s_19"
"sub-43","s_a_12_1.jpg",14,"far","paired","unique",1,"2_ITEM",1103.39999999999,1,"s_a_12"
"sub-43","s_sh_04_1.jpg",14,"far","paired","competing",1,"2_ITEM",1345.50000004767,1,"s_sh_04"
"sub-43","s_sh_23_1.jpg",NA,"","single","competing",1,"2_ITEM",2266.6,0,"s_sh_23"
"sub-43","s_s_01_1.jpg",7,"close","paired","unique",1,"1_ITEM",1551.50000000003,0,"s_s_01"
"sub-43","s_s_16_1.jpg",NA,"","single","unique",1,"1_ITEM",2282.00000004769,1,"s_s_16"
"sub-43","s_sh_07_1.jpg",NA,"","single","competing",1,"1_ITEM",1972.80000007153,1,"s_sh_07"
"sub-43","s_s_02_1.jpg",5,"close","paired","unique",1,"1_ITEM",1403.99999997616,0,"s_s_02"
"sub-43","s_sh_14_1.jpg",4,"close","paired","competing",1,"2_ITEM",975.700000000012,1,"s_sh_14"
"sub-43","s_sh_03_1.jpg",NA,"","single","competing",1,"1_ITEM",1205.89999999999,1,"s_sh_03"
"sub-43","t_i_16_1.jpg",14,"far","paired","unique",1,"1_ITEM",1232.09999999998,0,"t_i_16"
"sub-43","t_s_13_1.jpg",15,"far","paired","competing",1,"1_ITEM",917.600000000035,0,"t_s_13"
"sub-43","t_m_15_1.jpg",6,"close","paired","unique",1,"1_ITEM",1318.60000004768,0,"t_m_15"
"sub-43","t_i_08_1.jpg",3,"close","paired","unique",1,"2_ITEM",1481.60000007151,1,"t_i_08"
"sub-43","t_s_09_1.jpg",5,"close","paired","competing",1,"1_ITEM",1435.89999999999,0,"t_s_09"
"sub-43","t_s_18_1.jpg",NA,"","single","competing",1,"1_ITEM",1187.80000000002,1,"t_s_18"
"sub-43","t_m_07_1.jpg",15,"far","paired","unique",1,"1_ITEM",1277.70000000001,0,"t_m_07"
"sub-43","t_i_18_1.jpg",15,"far","paired","unique",1,"1_ITEM",1056.69999997615,0,"t_i_18"
"sub-43","t_i_12_1.jpg",NA,"","single","unique",1,"1_ITEM",886.499999976135,1,"t_i_12"
"sub-43","t_s_20_1.jpg",NA,"","single","competing",1,"1_ITEM",1272.5,1,"t_s_20"
"sub-43","t_s_15_1.jpg",13,"far","paired","competing",1,"1_ITEM",1496.80000000002,0,"t_s_15"
"sub-43","t_s_01_1.jpg",16,"far","paired","competing",1,"1_ITEM",1218.10000000001,0,"t_s_01"
"sub-43","t_s_14_1.jpg",3,"close","paired","competing",1,"2_ITEM",904.600000071514,1,"t_s_14"
"sub-43","t_m_16_1.jpg",6,"close","paired","unique",1,"2_ITEM",1316.50000004767,1,"t_m_16"
"sub-43","t_s_03_1.jpg",7,"close","paired","competing",1,"1_ITEM",2490.59999999998,0,"t_s_03"
"sub-43","t_m_08_1.jpg",13,"far","paired","unique",1,"2_ITEM",858.600000047678,1,"t_m_08"
"sub-43","t_i_20_1.jpg",6,"close","paired","unique",1,"1_ITEM",1370.50000000003,0,"t_i_20"
"sub-43","t_s_07_1.jpg",NA,"","single","competing",1,"1_ITEM",1310.10000004768,1,"t_s_07"
"sub-43","t_m_09_1.jpg",NA,"","single","unique",1,"1_ITEM",1117.90000007153,1,"t_m_09"
"sub-43","t_m_11_1.jpg",NA,"","single","unique",1,"1_ITEM",1992.69999999995,1,"t_m_11"
"sub-43","t_i_11_1.jpg",NA,"","single","unique",1,"1_ITEM",1036.30000000002,1,"t_i_11"
"sub-43","t_s_17_1.jpg",NA,"","single","competing",1,"1_ITEM",1897.39999999999,1,"t_s_17"
"sub-43","s_sh_21_1.jpg",NA,"","single","competing",1,"2_ITEM",1470.49999997616,0,"s_sh_21"
"sub-43","s_a_18_1.jpg",17,"far","paired","unique",1,"2_ITEM",1357.50000000001,1,"s_a_18"
"sub-43","s_a_05_1.jpg",14,"far","paired","unique",1,"1_ITEM",1908.9,0,"s_a_05"
"sub-43","s_sh_12_1.jpg",6,"close","paired","competing",1,"2_ITEM",1581.59999999999,1,"s_sh_12"
"sub-43","s_sh_22_1.jpg",17,"far","paired","competing",1,"2_ITEM",1420.79999999999,1,"s_sh_22"
"sub-43","s_a_02_1.jpg",6,"close","paired","unique",1,"2_ITEM",1569.60000000001,1,"s_a_02"
"sub-43","s_s_09_1.jpg",7,"close","paired","unique",1,"2_ITEM",970.900000023845,1,"s_s_09"
"sub-43","s_s_20_1.jpg",NA,"","single","unique",1,"2_ITEM",1890.60000000001,0,"s_s_20"
"sub-43","s_s_06_1.jpg",NA,"","single","unique",1,"2_ITEM",1394.40000000002,0,"s_s_06"
"sub-43","s_sh_05_1.jpg",NA,"","single","competing",1,"1_ITEM",1987.70000000001,1,"s_sh_05"
"sub-43","s_sh_15_1.jpg",6,"close","paired","competing",1,"2_ITEM",1254.5,1,"s_sh_15"
"sub-43","s_sh_08_1.jpg",17,"far","paired","competing",1,"1_ITEM",1512.29999997615,0,"s_sh_08"
"sub-43","s_sh_01_1.jpg",13,"far","paired","competing",1,"1_ITEM",2361.2,0,"s_sh_01"
"sub-43","s_s_08_1.jpg",14,"far","paired","unique",1,"2_ITEM",943.400000071531,1,"s_s_08"
"sub-43","s_sh_06_1.jpg",3,"close","paired","competing",1,"1_ITEM",2044.69999997616,0,"s_sh_06"
"sub-43","s_s_07_1.jpg",4,"close","paired","unique",1,"2_ITEM",1714.80000007153,1,"s_s_07"
"sub-43","s_sh_13_1.jpg",3,"close","paired","competing",1,"1_ITEM",1049.20000000001,0,"s_sh_13"
"sub-43","s_a_01_1.jpg",NA,"","single","unique",1,"1_ITEM",1488.50000007152,1,"s_a_01"
"sub-43","s_a_19_1.jpg",6,"close","paired","unique",1,"2_ITEM",1410.80000007153,1,"s_a_19"
"sub-43","s_sh_19_1.jpg",NA,"","single","competing",1,"1_ITEM",2405.20000004768,1,"s_sh_19"
"sub-43","s_a_06_1.jpg",NA,"","single","unique",1,"2_ITEM",1620.60000007153,0,"s_a_06"
"sub-43","s_sh_16_1.jpg",NA,"","single","competing",1,"2_ITEM",2042.2,0,"s_sh_16"
"sub-43","s_s_10_1.jpg",17,"far","paired","unique",1,"2_ITEM",1523.90000004768,1,"s_s_10"
"sub-43","s_sh_17_1.jpg",15,"far","paired","competing",1,"1_ITEM",1490.89999999998,0,"s_sh_17"
