"sub","image_file_stim1","pair_dist","within_block_dist","paired_status","condition","acc","temp_dist_resp","temp_rt","temp_acc","image_stem"
"sub-89","t_s_02_1.jpg",17,"far","paired","competing",1,"2_ITEM",1285.50000004767,1,"t_s_02"
"sub-89","t_s_18_1.jpg",3,"close","paired","competing",1,"2_ITEM",1213.59999997617,1,"t_s_18"
"sub-89","t_m_10_1.jpg",NA,"","single","unique",1,"1_ITEM",1206.00000004767,1,"t_m_10"
"sub-89","t_s_22_1.jpg",5,"close","paired","competing",1,"2_ITEM",998.80000004766,1,"t_s_22"
"sub-89","t_i_06_1.jpg",17,"far","paired","unique",1,"2_ITEM",2712.09999999998,1,"t_i_06"
"sub-89","t_m_05_1.jpg",16,"far","paired","unique",1,"2_ITEM",963.900000047695,1,"t_m_05"
"sub-89","t_i_14_1.jpg",7,"close","paired","unique",1,"1_ITEM",839.599999999977,0,"t_i_14"
"sub-89","t_m_11_1.jpg",13,"far","paired","unique",1,"2_ITEM",1796.9000000477,1,"t_m_11"
"sub-89","t_i_07_1.jpg",NA,"","single","unique",1,"1_ITEM",1782.90000000002,1,"t_i_07"
"sub-89","t_s_04_1.jpg",NA,"","single","competing",1,"1_ITEM",1843.00000002386,1,"t_s_04"
"sub-89","t_i_02_1.jpg",NA,"","single","unique",1,"1_ITEM",849.799999999988,1,"t_i_02"
"sub-89","t_s_13_1.jpg",NA,"","single","competing",1,"1_ITEM",1429.79999999999,1,"t_s_13"
"sub-89","t_m_20_1.jpg",NA,"","single","unique",1,"1_ITEM",1010.30000002385,1,"t_m_20"
"sub-89","t_i_04_1.jpg",3,"close","paired","unique",1,"2_ITEM",1551.90000007153,1,"t_i_04"
"sub-89","t_s_24_1.jpg",NA,"","single","competing",1,"1_ITEM",982.700000000012,1,"t_s_24"
"sub-89","t_s_15_1.jpg",NA,"","single","competing",1,"1_ITEM",1127.20000000001,1,"t_s_15"
"sub-89","s_sh_23_1.jpg",7,"close","paired","competing",1,"2_ITEM",1060.20000000001,1,"s_sh_23"
"sub-89","s_a_12_1.jpg",7,"close","paired","unique",1,"2_ITEM",1812.30000002384,1,"s_a_12"
"sub-89","s_s_20_1.jpg",14,"far","paired","unique",1,"num_miss",2999.5,0,"s_s_20"
"sub-89","s_sh_18_1.jpg",NA,"","single","competing",1,"1_ITEM",2441.80000007153,1,"s_sh_18"
"sub-89","s_sh_04_1.jpg",NA,"","single","competing",1,"1_ITEM",2815.90000000002,1,"s_sh_04"
"sub-89","s_a_13_1.jpg",NA,"","single","unique",1,"1_ITEM",1089.49999997616,1,"s_a_13"
"sub-89","s_sh_08_1.jpg",NA,"","single","competing",1,"1_ITEM",1519.89999999999,1,"s_sh_08"
"sub-89","s_s_11_1.jpg",17,"far","paired","unique",1,"1_ITEM",1553.3,0,"s_s_11"
"sub-89","s_sh_22_1.jpg",NA,"","single","competing",1,"num_miss",2998.90000000002,0,"s_sh_22"
"sub-89","s_s_14_1.jpg",NA,"","single","unique",1,"1_ITEM",891.399999999994,1,"s_s_14"
"sub-89","s_sh_11_1.jpg",16,"far","paired","competing",1,"2_ITEM",1960.00000007152,1,"s_sh_11"
"sub-89","s_sh_24_1.jpg",14,"far","paired","competing",1,"2_ITEM",944.300000071526,1,"s_sh_24"
"sub-89","s_a_06_1.jpg",17,"far","paired","unique",1,"2_ITEM",903.200000047684,1,"s_a_06"
"sub-89","s_s_03_1.jpg",NA,"","single","unique",1,"1_ITEM",850.099999999977,1,"s_s_03"
"sub-89","s_a_14_1.jpg",7,"close","paired","unique",1,"2_ITEM",1297.50000004769,1,"s_a_14"
"sub-89","s_sh_10_1.jpg",17,"far","paired","competing",1,"2_ITEM",933.100000000006,1,"s_sh_10"
"sub-89","s_s_19_1.jpg",5,"close","paired","unique",1,"2_ITEM",1050.00000000003,1,"s_s_19"
