"sub","image_file_stim1","pair_dist","within_block_dist","paired_status","condition","acc","temp_dist_resp","temp_rt","temp_acc","image_stem"
"sub-25","s_s_14_1.jpg",5,"close","paired","unique",1,"1_ITEM",897.899999988091,0,"s_s_14"
"sub-25","s_a_15_1.jpg",15,"far","paired","unique",1,"1_ITEM",125.199999988079,0,"s_a_15"
"sub-25","s_sh_23_1.jpg",NA,"","single","competing",1,"1_ITEM",1206.89999996423,1,"s_sh_23"
"sub-25","s_s_20_1.jpg",14,"far","paired","unique",1,"2_ITEM",1839.9000000119,1,"s_s_20"
"sub-25","s_sh_24_1.jpg",17,"far","paired","competing",1,"1_ITEM",1533.19999997615,0,"s_sh_24"
"sub-25","s_sh_09_1.jpg",4,"close","paired","competing",1,"2_ITEM",2191.59999996424,1,"s_sh_09"
"sub-25","s_s_11_1.jpg",17,"far","paired","unique",1,"num_miss",3000.20000000001,0,"s_s_11"
"sub-25","s_sh_04_1.jpg",6,"close","paired","competing",1,"1_ITEM",1422.79999999999,0,"s_sh_04"
"sub-25","s_s_04_1.jpg",NA,"","single","unique",1,"1_ITEM",2020.9000000119,1,"s_s_04"
"sub-25","s_a_03_1.jpg",6,"close","paired","unique",1,"2_ITEM",1991,1,"s_a_03"
"sub-25","s_sh_14_1.jpg",15,"far","paired","competing",1,"1_ITEM",1994.70000001194,0,"s_sh_14"
"sub-25","s_a_06_1.jpg",13,"far","paired","unique",1,"2_ITEM",1383.70000000001,1,"s_a_06"
"sub-25","s_s_17_1.jpg",6,"close","paired","unique",1,"1_ITEM",1637.19999998808,0,"s_s_17"
"sub-25","s_a_10_1.jpg",NA,"","single","unique",1,"1_ITEM",1221.29999999999,1,"s_a_10"
"sub-25","s_sh_07_1.jpg",NA,"","single","competing",1,"2_ITEM",2373.29999997615,0,"s_sh_07"
"sub-25","s_sh_18_1.jpg",6,"close","paired","competing",1,"2_ITEM",1506.4000000119,1,"s_sh_18"
"sub-25","s_sh_02_1.jpg",NA,"","single","competing",1,"1_ITEM",2303.29999997618,1,"s_sh_02"
"sub-25","s_s_12_1.jpg",NA,"","single","unique",1,"1_ITEM",1188.00000001193,1,"s_s_12"
